subcorridor,direction,stopOrderCor,stopId,stopName,depTime,tripCount,m_dwellTime,m_travelTime,m_runTime,sd_dwellTime,sd_travelTime,sd_runTime,p10_travelTime,p90_travelTime,p95_travelTime
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T17:00:00Z,29,30.329,15.99744827586207,46.32644827586207,17.24052590762325,3.52386749372057,17.883010034639437,11.006,18.3002,18.557
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T17:10:00Z,24,37.915125,7.3834583333333335,45.29858333333333,20.450612099508543,2.5915339419157624,20.380744034113622,5.848,9.1622,11.205599999999997
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T17:20:00Z,30,33.0574,8.398566666666666,41.45596666666667,19.482389569858316,2.3484774918838496,19.665492245929485,6.547,10.7337,12.661899999999992
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T17:30:00Z,21,39.134142857142855,8.149571428571429,47.28371428571429,33.903056005743366,3.3809038225218497,34.1218695811687,5.301,10.58,10.58
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T17:40:00Z,29,35.172724137931034,7.842965517241379,43.015689655172416,20.437193459294033,7.344626512349783,22.708432055867718,4.982600000000001,9.4322,18.313799999999972
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T17:50:00Z,19,39.07310526315789,7.475315789473685,46.54842105263158,20.30775673068664,2.0269207640225435,20.453474410953564,5.7904,10.7574,11.241799999999998
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T15:00:00Z,16,43.7348125,24.8785625,68.613375,16.843912091984453,4.5568888505024265,17.951042067709235,21.2865,29.557499999999997,31.7835
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T15:10:00Z,30,53.34376666666667,28.21816666666667,81.56193333333333,22.820082836567796,10.372420304406505,25.5463863723435,20.9795,46.026500000000006,50.561199999999985
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T15:20:00Z,27,44.684074074074076,26.246296296296297,70.93037037037037,19.9606373817724,5.706404174358806,21.417489056211387,20.6832,33.098600000000005,35.7277
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T15:30:00Z,21,41.39457142857143,23.80695238095238,65.2015238095238,16.809091773714094,17.6010836838991,23.326335937345686,15.907,25.722,65.737
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T15:40:00Z,30,45.43606666666667,25.8953,71.33136666666667,16.195735949962867,8.9634675754343,19.76892950284627,19.8425,42.3676,43.842
